Day,Month,Year,Zero,Channel,Position
17,5,2020,25,20,20.6
17,5,2020,25,21,21
17,5,2020,25,22,20
17,5,2020,25,23,20
17,5,2020,25,24,20.6
17,5,2020,25,25,21.35
17,5,2020,25,26,20.35
17,5,2020,25,27,20.25
17,5,2020,25,28,20.7
17,5,2020,25,29,20.9
17,5,2020,25,30,20.8
17,5,2020,25,31,20.5
